Elapsed time(s),wall_clock(s),battery,capacitor_channel_count,motion_channel_count,cap1(pF),cap2(pF),cap3(pF),cap4(pF),cap5(pF),cap6(pF),cap7(pF),cap8(pF),accx,accy,accz,event_id,event_kind,patient_id,patient_notes,session_id,session_start_time,procedure_description,procedure_sensor_placement,procedure_series,procedure_notes
,,,,,,,,,,,,,,,,,,run 2,,8E65ACCA-0E7A-44FE-B069-15D2F38622EC,2026-03-09T13:53:36.096-0700,,,,
0.0,2026-03-09T13:53:36.181-0700,43.0,8.0,3.0,24.462814287208857,24.07788781308684,24.099015321913456,23.991355850650365,21.745808865768055,21.475866968068175,22.35143617055308,19.89657238129466,-0.0172119140625,0.0003662109375,-1.00018310546875
 0.010162353515625,2026-03-09T13:53:36.184-0700,43.0,8.0,3.0,24.458278770834248,24.083075605237177,24.105687138227793,23.988035124421152,21.72613143338046,21.486988927659347,22.361085178787384,19.887557306879494,-0.0162353515625,-0.0006103515625,-1.00189208984375
 0.02032470703125,2026-03-09T13:53:36.198-0700,43.0,8.0,3.0,24.458278770834248,24.084187929239356,24.10235100511958,23.98655541844625,21.73096697332705,21.489049380207724,22.35353067554967,19.88655516070655,-0.01416015625,0.001220703125,-1.0013427734375
 0.030487060546875,2026-03-09T13:53:36.199-0700,43.0,8.0,3.0,24.466188225571088,24.086043109958986,24.09715916774403,23.988764287559505,21.751676426580225,21.490593333119854,22.345448264904142,19.892579689755998,-0.01385498046875,0.00177001953125,-0.99853515625
 0.0406494140625,2026-03-09T13:53:36.214-0700,43.0,8.0,3.0,24.46541939390554,24.081963331279745,24.10087161539522,23.99430520203547,21.75530274684268,21.47911221236366,22.35427702379601,19.90106403207097,-0.0137939453125,0.0009765625,-0.99896240234375
 0.05078125,2026-03-09T13:53:36.228-0700,43.0,8.0,3.0,24.462439028494742,24.079742521064396,24.10272445728964,23.992835844710896,21.736832009820866,21.48013925233183,22.355848018626943,19.89707080140247,-0.01312255859375,0.00140380859375,-0.99993896484375
 0.061126708984375,2026-03-09T13:53:36.243-0700,43.0,8.0,3.0,24.459797803855068,24.087151978829226,24.105320823905842,23.986927123673233,21.727863400926672,21.49317065637849,22.360037683892358,19.88655516070655,-0.01458740234375,0.002197265625,-0.99993896484375
 0.07110595703125,2026-03-09T13:53:36.244-0700,43.0,8.0,3.0,24.46091983481618,24.086782350346702,24.100128363176836,23.989132451649354,21.73942193005559,21.492654002040688,22.34934179124611,19.892579689755998,-0.0135498046875,0.00189208984375,-0.9996337890625
 0.081268310546875,2026-03-09T13:53:36.258-0700,43.0,8.0,3.0,24.467685875577608,24.08603952146732,24.097532541529297,23.99172405343328,21.75788813772406,21.48647823632581,22.34777108924363,19.896068368555284,-0.01507568359375,0.00115966796875,-1.00067138671875
 0.0916748046875,2026-03-09T13:53:36.273-0700,43.0,8.0,3.0,24.46581291616169,24.08122064717861,24.103834074405455,23.995413534335064,21.751676426580225,21.47911221236366,22.357419084170218,19.900593556422827,-0.01751708984375,0.0001220703125,-1.00146484375
 0.101593017578125,2026-03-09T13:53:36.275-0700,43.0,8.0,3.0,24.460548247551273,24.081963331279745,24.10420754896745,23.990615886926065,21.72837768790309,21.484259458753485,22.35951394823219,19.892075737511405,-0.01611328125,0.00115966796875,-0.999755859375
